job_id,job_title,company,job_location,role_category,job_level,job_type,first_seen,source,month,quarter
JOB-00346,Ui Developer,Accenture,"Yogyakarta, Indonesia",Frontend Developer,Entry level,Freelance,2024-05-27,Kaggle-LinkedIn-Synthetic,5,2
JOB-00347,React Developer,Gojek,"Bandung, Indonesia",Frontend Developer,Entry level,Full-time,2024-05-02,Kaggle-LinkedIn-Synthetic,5,2
JOB-00348,Javascript Developer,Agoda,"Surabaya, Indonesia",Frontend Developer,Mid-Senior level,Contract,2024-02-26,Kaggle-LinkedIn-Synthetic,2,1
JOB-00349,Web Developer,Microsoft,Hybrid - Jakarta,Frontend Developer,Entry level,Full-time,2024-09-20,Kaggle-LinkedIn-Synthetic,9,3
JOB-00350,Full Stack Developer (Frontend Focus),Grab,"Jakarta, Id",Frontend Developer,Entry level,Internship,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00351,Web Developer,Atlassian,"Kuala Lumpur, Malaysia",Frontend Developer,Entry level,Freelance,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00352,Senior Frontend Developer,Vercel,"Sydney, Australia",Frontend Developer,Director,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00353,Ui Developer,Microsoft,Remote,Frontend Developer,Executive,Full-time,2024-08-28,Kaggle-LinkedIn-Synthetic,8,3
JOB-00354,Javascript Developer,Notion,"Seattle, Wa",Frontend Developer,Entry level,Full-time,2024-05-09,Kaggle-LinkedIn-Synthetic,5,2
JOB-00355,Vue.Js Developer,Github,"Jakarta, Indonesia",Frontend Developer,Mid-Senior level,Internship,2024-05-03,Kaggle-LinkedIn-Synthetic,5,2
JOB-00356,Web Developer,Figma Inc.,"Bali, Indonesia",Frontend Developer,Mid-Senior level,Freelance,2024-01-23,Kaggle-LinkedIn-Synthetic,1,1
JOB-00357,Ui Developer,Figma Inc.,Hybrid - Jakarta,Frontend Developer,Executive,Full-time,2024-03-30,Kaggle-LinkedIn-Synthetic,3,1
JOB-00358,Full Stack Developer (Frontend Focus),Sea Group,Hybrid - Jakarta,Frontend Developer,Mid-Senior level,Full-time,2024-04-03,Kaggle-LinkedIn-Synthetic,4,2
JOB-00359,Junior Frontend Developer,Agoda,"Bandung, Indonesia",Frontend Developer,Associate,Full-time,2024-05-30,Kaggle-LinkedIn-Synthetic,5,2
JOB-00360,Frontend Developer,Tiket.Com,"Bandung, Indonesia",Frontend Developer,Entry level,Freelance,2024-06-10,Kaggle-LinkedIn-Synthetic,6,2
JOB-00361,Ui Developer,Canva,"Tokyo, Japan",Frontend Developer,Mid-Senior level,Full-time,2024-08-30,Kaggle-LinkedIn-Synthetic,8,3
JOB-00362,Frontend Developer,Tiket.Com,"San Francisco, Ca",Frontend Developer,Director,Full-time,2024-07-01,Kaggle-LinkedIn-Synthetic,7,3
JOB-00363,Javascript Developer,Figma Inc.,"Bangkok, Thailand",Frontend Developer,Mid-Senior level,Part-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00364,Frontend Developer Intern,Canva,"Bandung, Indonesia",Frontend Developer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00365,Senior Frontend Developer,Bytedance,"Bandung, Indonesia",Frontend Developer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00366,Junior Frontend Developer,Accenture,"Surabaya, Indonesia",Frontend Developer,Entry level,Contract,2024-08-08,Kaggle-LinkedIn-Synthetic,8,3
JOB-00367,Ui Developer,Spotify,"New York, Ny",Frontend Developer,Mid-Senior level,Freelance,2024-02-22,Kaggle-LinkedIn-Synthetic,2,1
JOB-00368,Vue.Js Developer,Spotify,"San Francisco, Ca",Frontend Developer,Mid-Senior level,Full-time,2024-08-16,Kaggle-LinkedIn-Synthetic,8,3
JOB-00369,Senior Frontend Developer,Thoughtworks,"Seattle, Wa",Frontend Developer,Entry level,Contract,2024-08-16,Kaggle-LinkedIn-Synthetic,8,3
JOB-00370,Full Stack Developer (Frontend Focus),Atlassian,Remote,Frontend Developer,Mid-Senior level,Internship,2024-08-10,Kaggle-LinkedIn-Synthetic,8,3
JOB-00371,Javascript Developer,Twitter/X,"Surabaya, Indonesia",Frontend Developer,Associate,Full-time,2024-12-09,Kaggle-LinkedIn-Synthetic,12,4
JOB-00372,Vue.Js Developer,Traveloka,,Frontend Developer,Associate,Full-time,2024-03-14,Kaggle-LinkedIn-Synthetic,3,1
JOB-00373,Frontend Developer,Shopee,"Surabaya, Indonesia",Frontend Developer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00374,Vue.Js Developer,Notion,"Seoul, South Korea",Frontend Developer,Entry level,Contract,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00375,Javascript Developer,Thoughtworks,"Seattle, Wa",Frontend Developer,Executive,Full-time,2024-07-09,Kaggle-LinkedIn-Synthetic,7,3
JOB-00376,Junior Frontend Developer,Shopee,"Sydney, Australia",Frontend Developer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00377,Vue.Js Developer,Netflix,"Kuala Lumpur, Malaysia",Frontend Developer,Associate,Full-time,2024-02-28,Kaggle-LinkedIn-Synthetic,2,1
JOB-00378,Full Stack Developer (Frontend Focus),Bukalapak,"Amsterdam, Netherlands",Frontend Developer,Director,Full-time,2024-09-22,Kaggle-LinkedIn-Synthetic,9,3
JOB-00379,Ui Developer,Gojek,"Bangkok, Thailand",Frontend Developer,Director,Full-time,2024-05-13,Kaggle-LinkedIn-Synthetic,5,2
JOB-00380,Frontend Engineer,Spotify,"Amsterdam, Netherlands",Frontend Developer,Mid-Senior level,Full-time,2024-04-12,Kaggle-LinkedIn-Synthetic,4,2
JOB-00381,Senior Frontend Developer,Github,,Frontend Developer,Director,Full-time,2024-03-29,Kaggle-LinkedIn-Synthetic,3,1
JOB-00382,Junior Frontend Developer,Stripe,Hybrid - Singapore,Frontend Developer,Mid-Senior level,Contract,2024-06-26,Kaggle-LinkedIn-Synthetic,6,2
JOB-00383,Ui Developer,Spotify,"San Francisco, Ca",Frontend Developer,Associate,Full-time,2024-03-21,Kaggle-LinkedIn-Synthetic,3,1
JOB-00384,Vue.Js Developer,Ruangguru,"Yogyakarta, Indonesia",Frontend Developer,Executive,Full-time,2024-04-12,Kaggle-LinkedIn-Synthetic,4,2
JOB-00385,Frontend Engineer,Bytedance,"Jakarta, Indonesia",Frontend Developer,Entry level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00386,Lead Frontend Developer,Shopee,Remote,Frontend Developer,Director,Part-time,2024-02-14,Kaggle-LinkedIn-Synthetic,2,1
JOB-00387,React Developer,Canva,"Amsterdam, Netherlands",Frontend Developer,Mid-Senior level,Freelance,2024-09-26,Kaggle-LinkedIn-Synthetic,9,3
JOB-00388,Frontend Developer Intern,Github,"Bali, Indonesia",Frontend Developer,Associate,Full-time,2024-06-11,Kaggle-LinkedIn-Synthetic,6,2
JOB-00389,Lead Frontend Developer,Agoda,Hybrid - Singapore,Frontend Developer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00390,Senior Frontend Developer,Bukalapak,"Bali, Indonesia",Frontend Developer,Mid-Senior level,Full-time,2024-08-09,Kaggle-LinkedIn-Synthetic,8,3
JOB-00391,Junior Frontend Developer,Grab,"Bandung, Indonesia",Frontend Developer,Entry level,Part-time,2024-03-25,Kaggle-LinkedIn-Synthetic,3,1
JOB-00392,Vue.Js Developer,Ruangguru,"Seattle, Wa",Frontend Developer,Mid-Senior level,Contract,2024-09-22,Kaggle-LinkedIn-Synthetic,9,3
JOB-00393,Junior Frontend Developer,Kitabisa,Singapore,Frontend Developer,Entry level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00394,Senior Frontend Developer,Airbnb,Remote,Frontend Developer,Entry level,Full-time,2024-09-30,Kaggle-LinkedIn-Synthetic,9,3
JOB-00395,Ui Developer,Traveloka,"Seoul, South Korea",Frontend Developer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00396,Senior Frontend Developer,Figma Inc.,"Seoul, South Korea",Frontend Developer,Associate,Internship,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00397,Junior Frontend Developer,Meta,Hybrid - Jakarta,Frontend Developer,Mid-Senior level,Full-time,2024-10-22,Kaggle-LinkedIn-Synthetic,10,4
JOB-00398,Javascript Developer,Blibli,"Bandung, Indonesia",Frontend Developer,Mid-Senior level,Full-time,2024-08-01,Kaggle-LinkedIn-Synthetic,8,3
JOB-00399,Lead Frontend Developer,Spotify,Hybrid - Jakarta,Frontend Developer,Associate,Contract,2024-06-03,Kaggle-LinkedIn-Synthetic,6,2
JOB-00400,Frontend Engineer,Canva,"San Francisco, Ca",Frontend Developer,Mid-Senior level,Internship,2024-08-20,Kaggle-LinkedIn-Synthetic,8,3
JOB-00401,Ux/Ui Designer,Meta,"Medan, Indonesia",UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00402,Interaction Designer,IDEO,Singapore,UI/UX Designer,Entry level,Full-time,2024-06-23,Kaggle-LinkedIn-Synthetic,6,2
JOB-00403,Product Designer,Canva,"Seattle, Wa",UI/UX Designer,Executive,Internship,2024-07-23,Kaggle-LinkedIn-Synthetic,7,3
JOB-00404,Product Designer,Tokopedia,"New York, Ny",UI/UX Designer,Mid-Senior level,Full-time,2024-05-03,Kaggle-LinkedIn-Synthetic,5,2
JOB-00405,Junior UI/UX Designer,Spotify,"Berlin, Germany",UI/UX Designer,Entry level,Full-time,2024-05-06,Kaggle-LinkedIn-Synthetic,5,2
JOB-00406,Junior UI/UX Designer,Meta,"San Francisco, Ca",UI/UX Designer,Entry level,Full-time,2024-07-15,Kaggle-LinkedIn-Synthetic,7,3
JOB-00407,Ux Designer,Traveloka,"New York, Ny",UI/UX Designer,Director,Full-time,2024-10-22,Kaggle-LinkedIn-Synthetic,10,4
JOB-00408,Ux Designer,Traveloka,"Amsterdam, Netherlands",UI/UX Designer,Associate,Full-time,2024-09-20,Kaggle-LinkedIn-Synthetic,9,3
JOB-00409,Interaction Designer,Pinterest,"Amsterdam, Netherlands",UI/UX Designer,Director,Full-time,2024-01-12,Kaggle-LinkedIn-Synthetic,1,1
JOB-00410,Ux Researcher,IDEO,"Kuala Lumpur, Malaysia",UI/UX Designer,Mid-Senior level,Full-time,2024-04-20,Kaggle-LinkedIn-Synthetic,4,2
JOB-00411,UI/UX Designer,Meta,,UI/UX Designer,Associate,Contract,2024-09-10,Kaggle-LinkedIn-Synthetic,9,3
JOB-00412,Ui Designer,Google,"Yogyakarta, Indonesia",UI/UX Designer,Associate,Full-time,2024-08-08,Kaggle-LinkedIn-Synthetic,8,3
JOB-00413,Ui Designer,SAP,"Austin, Tx",UI/UX Designer,Mid-Senior level,Full-time,2024-07-06,Kaggle-LinkedIn-Synthetic,7,3
JOB-00414,Ux Researcher,Meta,Hybrid - Jakarta,UI/UX Designer,Associate,Full-time,2024-10-14,Kaggle-LinkedIn-Synthetic,10,4
JOB-00415,Product Designer,Netflix,"Surabaya, Indonesia",UI/UX Designer,Associate,Part-time,2024-07-16,Kaggle-LinkedIn-Synthetic,7,3
JOB-00416,Visual Designer,Spotify,Remote,UI/UX Designer,Director,Freelance,2024-12-14,Kaggle-LinkedIn-Synthetic,12,4
JOB-00417,Senior UI/UX Designer,Tokopedia,"Austin, Tx",UI/UX Designer,Director,Full-time,2024-07-10,Kaggle-LinkedIn-Synthetic,7,3
JOB-00418,Visual Designer,SAP,"Bali, Indonesia",UI/UX Designer,Mid-Senior level,Internship,2024-04-11,Kaggle-LinkedIn-Synthetic,4,2
JOB-00419,Visual Designer,Microsoft,"Bandung, Indonesia",UI/UX Designer,Associate,Internship,2024-01-20,Kaggle-LinkedIn-Synthetic,1,1
JOB-00420,Ux/Ui Designer,Notion,"Amsterdam, Netherlands",UI/UX Designer,Mid-Senior level,Full-time,2024-09-22,Kaggle-LinkedIn-Synthetic,9,3
JOB-00421,Senior UI/UX Designer,Shopee,"New York, Ny",UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00422,Senior UI/UX Designer,Invision,Remote,UI/UX Designer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00423,Visual Designer,Fjord,"Seoul, South Korea",UI/UX Designer,Associate,Full-time,2024-06-02,Kaggle-LinkedIn-Synthetic,6,2
JOB-00424,UI/UX Designer,SAP,"New York, Ny",UI/UX Designer,Entry level,Full-time,2024-12-10,Kaggle-LinkedIn-Synthetic,12,4
JOB-00425,Ux Researcher,Pinterest,Hybrid - Jakarta,UI/UX Designer,Mid-Senior level,Full-time,2024-01-14,Kaggle-LinkedIn-Synthetic,1,1
JOB-00426,Ui Designer,Tiket.Com,"Bandung, Indonesia",UI/UX Designer,Director,Full-time,2024-10-25,Kaggle-LinkedIn-Synthetic,10,4
JOB-00427,Senior UI/UX Designer,Adobe,"Bali, Indonesia",UI/UX Designer,Mid-Senior level,Full-time,2024-12-14,Kaggle-LinkedIn-Synthetic,12,4
JOB-00428,UI/UX Designer,Gojek,Singapore,UI/UX Designer,Associate,Contract,2024-01-10,Kaggle-LinkedIn-Synthetic,1,1
JOB-00429,Product Designer,Maze,"Bali, Indonesia",UI/UX Designer,Director,Full-time,2024-07-30,Kaggle-LinkedIn-Synthetic,7,3
JOB-00430,Ux Researcher,Frog Design,"Bandung, Indonesia",UI/UX Designer,Mid-Senior level,Full-time,2024-12-27,Kaggle-LinkedIn-Synthetic,12,4
JOB-00431,Visual Designer,Zenius,"Tokyo, Japan",UI/UX Designer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00432,Visual Designer,Adobe,"New York, Ny",UI/UX Designer,Executive,Internship,2024-03-29,Kaggle-LinkedIn-Synthetic,3,1
JOB-00433,Visual Designer,Notion,"Bandung, Indonesia",UI/UX Designer,Associate,Contract,2024-06-30,Kaggle-LinkedIn-Synthetic,6,2
JOB-00434,Design Intern,Frog Design,Singapore,UI/UX Designer,Mid-Senior level,Full-time,2024-05-06,Kaggle-LinkedIn-Synthetic,5,2
JOB-00435,Visual Designer,Pinterest,"Kuala Lumpur, Malaysia",UI/UX Designer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00436,Ux/Ui Designer,Zenius,"Amsterdam, Netherlands",UI/UX Designer,Director,Freelance,2024-06-11,Kaggle-LinkedIn-Synthetic,6,2
JOB-00437,Product Designer,Spotify,"San Francisco, Ca",UI/UX Designer,Entry level,Contract,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00438,Ux Researcher,IBM,"Bali, Indonesia",UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00439,Ui Designer,Figma Inc.,"Seattle, Wa",UI/UX Designer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00440,Ux/Ui Designer,Frog Design,Singapore,UI/UX Designer,Entry level,Freelance,2024-04-13,Kaggle-LinkedIn-Synthetic,4,2
JOB-00441,Visual Designer,Spotify,"Bali, Indonesia",UI/UX Designer,Mid-Senior level,Full-time,2024-02-25,Kaggle-LinkedIn-Synthetic,2,1
JOB-00442,Ux Designer,Meta,Hybrid - Singapore,UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00443,Lead Product Designer,Tiket.Com,"Bandung, Indonesia",UI/UX Designer,Director,Full-time,2024-02-21,Kaggle-LinkedIn-Synthetic,2,1
JOB-00444,Product Designer,Frog Design,"Yogyakarta, Indonesia",UI/UX Designer,Mid-Senior level,Internship,2024-12-14,Kaggle-LinkedIn-Synthetic,12,4
JOB-00445,UI/UX Designer,Traveloka,"London, Uk",UI/UX Designer,Entry level,Full-time,2024-11-30,Kaggle-LinkedIn-Synthetic,11,4
JOB-00446,Interaction Designer,Ruangguru,"San Francisco, Ca",UI/UX Designer,Mid-Senior level,Internship,2024-06-13,Kaggle-LinkedIn-Synthetic,6,2
JOB-00447,Lead Product Designer,Meta,"Surabaya, Indonesia",UI/UX Designer,Associate,Full-time,2024-11-29,Kaggle-LinkedIn-Synthetic,11,4
JOB-00448,Visual Designer,Microsoft,"Medan, Indonesia",UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00449,UI/UX Designer,Invision,"Jakarta, Indonesia",UI/UX Designer,Mid-Senior level,Full-time,2024-04-05,Kaggle-LinkedIn-Synthetic,4,2
JOB-00450,UI/UX Designer,Google,"San Francisco, Ca",UI/UX Designer,Executive,Part-time,2024-10-17,Kaggle-LinkedIn-Synthetic,10,4
JOB-00451,Product Designer,Netflix,"Berlin, Germany",UI/UX Designer,Associate,Internship,2024-11-24,Kaggle-LinkedIn-Synthetic,11,4
JOB-00452,Senior UI/UX Designer,IDEO,"Bangkok, Thailand",UI/UX Designer,Director,Full-time,2024-04-08,Kaggle-LinkedIn-Synthetic,4,2
JOB-00453,Product Designer,Traveloka,"Berlin, Germany",UI/UX Designer,Associate,Part-time,2024-11-27,Kaggle-LinkedIn-Synthetic,11,4
JOB-00454,Ux/Ui Designer,Bukalapak,"Jakarta, Indonesia",UI/UX Designer,Associate,Part-time,2024-06-21,Kaggle-LinkedIn-Synthetic,6,2
JOB-00455,Design Intern,Ruangguru,"Medan, Indonesia",UI/UX Designer,Associate,Full-time,2024-11-08,Kaggle-LinkedIn-Synthetic,11,4
JOB-00456,Ux Researcher,Canva,"Surabaya, Indonesia",UI/UX Designer,Associate,Internship,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00457,Senior UI/UX Designer,Shopee,"Amsterdam, Netherlands",UI/UX Designer,Associate,Full-time,2024-06-14,Kaggle-LinkedIn-Synthetic,6,2
JOB-00458,UI/UX Designer,Halodoc,"Austin, Tx",UI/UX Designer,Associate,Contract,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00459,Ui Designer,Notion,"San Francisco, Ca",UI/UX Designer,Entry level,Contract,2024-10-25,Kaggle-LinkedIn-Synthetic,10,4
JOB-00460,Ui Designer,SAP,"Kuala Lumpur, Malaysia",UI/UX Designer,Mid-Senior level,Freelance,2024-02-01,Kaggle-LinkedIn-Synthetic,2,1
JOB-00461,Interaction Designer,Pinterest,"Medan, Indonesia",UI/UX Designer,Mid-Senior level,Full-time,2024-07-26,Kaggle-LinkedIn-Synthetic,7,3
JOB-00462,Ux/Ui Designer,Gojek,Hybrid - Jakarta,UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00463,Design Intern,Tiket.Com,"Kuala Lumpur, Malaysia",UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00464,Senior UI/UX Designer,IDEO,Remote,UI/UX Designer,Associate,Full-time,2024-07-10,Kaggle-LinkedIn-Synthetic,7,3
JOB-00465,Ux/Ui Designer,Frog Design,"Jakarta, Id",UI/UX Designer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00466,Ux Designer,Figma Inc.,"Sydney, Australia",UI/UX Designer,Entry level,Full-time,2024-08-16,Kaggle-LinkedIn-Synthetic,8,3
JOB-00467,Junior UI/UX Designer,Gojek,"Bandung, Indonesia",UI/UX Designer,Mid-Senior level,Full-time,2024-10-07,Kaggle-LinkedIn-Synthetic,10,4
JOB-00468,Design Intern,Grab,"Medan, Indonesia",UI/UX Designer,Associate,Contract,2024-06-16,Kaggle-LinkedIn-Synthetic,6,2
JOB-00469,Junior UI/UX Designer,Zenius,"Seoul, South Korea",UI/UX Designer,Entry level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00470,Visual Designer,Mckinsey Digital,"Bandung, Indonesia",UI/UX Designer,Entry level,Internship,2024-08-20,Kaggle-LinkedIn-Synthetic,8,3
JOB-00471,Visual Designer,Maze,"Berlin, Germany",UI/UX Designer,Entry level,Full-time,2024-10-15,Kaggle-LinkedIn-Synthetic,10,4
JOB-00472,Visual Designer,IDEO,Hybrid - Singapore,UI/UX Designer,Associate,Full-time,2024-06-06,Kaggle-LinkedIn-Synthetic,6,2
JOB-00473,Ux Researcher,Halodoc,"Jakarta, Indonesia",UI/UX Designer,Entry level,Full-time,2024-04-21,Kaggle-LinkedIn-Synthetic,4,2
JOB-00474,UI/UX Designer,Accenture,"Jakarta, Indonesia",UI/UX Designer,Entry level,Full-time,2024-12-24,Kaggle-LinkedIn-Synthetic,12,4
JOB-00475,Visual Designer,Meta,,UI/UX Designer,Associate,Full-time,2024-08-29,Kaggle-LinkedIn-Synthetic,8,3
JOB-00476,Ui Designer,Maze,Remote,UI/UX Designer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00477,Product Designer,Adobe,"Berlin, Germany",UI/UX Designer,Associate,Internship,2024-07-12,Kaggle-LinkedIn-Synthetic,7,3
JOB-00478,Junior UI/UX Designer,Shopee,Hybrid - Jakarta,UI/UX Designer,Associate,Full-time,2024-06-27,Kaggle-LinkedIn-Synthetic,6,2
JOB-00479,Senior UI/UX Designer,Invision,"Sydney, Australia",UI/UX Designer,Associate,Internship,2024-03-06,Kaggle-LinkedIn-Synthetic,3,1
JOB-00480,UI/UX Designer,Apple,"San Francisco, Ca",UI/UX Designer,Associate,Part-time,2024-08-25,Kaggle-LinkedIn-Synthetic,8,3
JOB-00481,Visual Designer,Adobe,"Kuala Lumpur, Malaysia",UI/UX Designer,Mid-Senior level,Internship,2024-05-06,Kaggle-LinkedIn-Synthetic,5,2
JOB-00482,Product Designer,Grab,"Bangkok, Thailand",UI/UX Designer,Entry level,Contract,2024-04-06,Kaggle-LinkedIn-Synthetic,4,2
JOB-00483,UI/UX Designer,Maze,Remote,UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00484,Ux Designer,Airbnb,"Yogyakarta, Indonesia",UI/UX Designer,Entry level,Contract,2024-10-31,Kaggle-LinkedIn-Synthetic,10,4
JOB-00485,Interaction Designer,Meta,"Kuala Lumpur, Malaysia",UI/UX Designer,Associate,Internship,2024-01-23,Kaggle-LinkedIn-Synthetic,1,1
JOB-00486,Interaction Designer,Tiket.Com,"Tokyo, Japan",UI/UX Designer,Entry level,Full-time,2024-04-21,Kaggle-LinkedIn-Synthetic,4,2
JOB-00487,Senior UI/UX Designer,Netflix,"Kuala Lumpur, Malaysia",UI/UX Designer,Mid-Senior level,Part-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00488,Design Intern,Canva,"Kuala Lumpur, Malaysia",UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00489,Lead Product Designer,Tiket.Com,"London, Uk",UI/UX Designer,Director,Full-time,2024-06-02,Kaggle-LinkedIn-Synthetic,6,2
JOB-00490,UI/UX Designer,Bukalapak,Hybrid - Jakarta,UI/UX Designer,Mid-Senior level,Full-time,2024-12-13,Kaggle-LinkedIn-Synthetic,12,4
JOB-00491,Visual Designer,Fjord,"Bandung, Indonesia",UI/UX Designer,Director,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00492,Visual Designer,Canva,"London, Uk",UI/UX Designer,Director,Full-time,2024-07-28,Kaggle-LinkedIn-Synthetic,7,3
JOB-00493,Ui Designer,Adobe,"Medan, Indonesia",UI/UX Designer,Executive,Full-time,2024-10-02,Kaggle-LinkedIn-Synthetic,10,4
JOB-00494,Ux Designer,Tiket.Com,,UI/UX Designer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00495,Interaction Designer,Meta,"Tokyo, Japan",UI/UX Designer,Mid-Senior level,Full-time,2024-07-30,Kaggle-LinkedIn-Synthetic,7,3
JOB-00496,Visual Designer,Shopee,"Austin, Tx",UI/UX Designer,Associate,Full-time,2024-05-04,Kaggle-LinkedIn-Synthetic,5,2
JOB-00497,Ux Designer,Notion,Hybrid - Jakarta,UI/UX Designer,Mid-Senior level,Full-time,2024-02-10,Kaggle-LinkedIn-Synthetic,2,1
JOB-00498,Product Designer,Figma Inc.,"Tokyo, Japan",UI/UX Designer,Associate,Contract,2024-04-07,Kaggle-LinkedIn-Synthetic,4,2
JOB-00499,Ui Designer,Adobe,Hybrid - Singapore,UI/UX Designer,Mid-Senior level,Full-time,2024-11-05,Kaggle-LinkedIn-Synthetic,11,4
JOB-00500,Junior UI/UX Designer,Ruangguru,"Seoul, South Korea",UI/UX Designer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00501,Interaction Designer,Zenius,,UI/UX Designer,Entry level,Full-time,2024-06-04,Kaggle-LinkedIn-Synthetic,6,2
JOB-00502,Ux Designer,Ruangguru,"Yogyakarta, Indonesia",UI/UX Designer,Entry level,Full-time,2024-09-02,Kaggle-LinkedIn-Synthetic,9,3
JOB-00503,Ux/Ui Designer,Zenius,,UI/UX Designer,Associate,Full-time,2024-05-02,Kaggle-LinkedIn-Synthetic,5,2
JOB-00504,Ui Designer,Adobe,"Berlin, Germany",UI/UX Designer,Director,Full-time,2024-09-30,Kaggle-LinkedIn-Synthetic,9,3
JOB-00505,Ui Designer,Halodoc,"Seattle, Wa",UI/UX Designer,Associate,Full-time,2024-09-19,Kaggle-LinkedIn-Synthetic,9,3
JOB-00506,Interaction Designer,Tokopedia,Hybrid- Singapore,UI/UX Designer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00507,Product Designer,Canva,"London, Uk",UI/UX Designer,Mid-Senior level,Contract,2024-01-24,Kaggle-LinkedIn-Synthetic,1,1
JOB-00508,Ux/Ui Designer,Grab,,UI/UX Designer,Associate,Freelance,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00509,Ui Designer,Grab,Singapore,UI/UX Designer,Mid-Senior level,Full-time,2024-06-17,Kaggle-LinkedIn-Synthetic,6,2
JOB-00510,Ux Researcher,Kitabisa,Hybrid - Jakarta,UI/UX Designer,Mid-Senior level,Internship,2024-10-08,Kaggle-LinkedIn-Synthetic,10,4
JOB-00511,Ui Designer,Fjord,Hybrid - Jakarta,UI/UX Designer,Executive,Full-time,2024-09-08,Kaggle-LinkedIn-Synthetic,9,3
JOB-00512,Senior UI/UX Designer,IBM,"Medan, Indonesia",UI/UX Designer,Mid-Senior level,Full-time,2024-03-12,Kaggle-LinkedIn-Synthetic,3,1
JOB-00513,Senior UI/UX Designer,Meta,"Sydney, Australia",UI/UX Designer,Mid-Senior level,Internship,2024-01-18,Kaggle-LinkedIn-Synthetic,1,1
JOB-00514,Lead Product Designer,Meta,"Jakarta, Indonesia",UI/UX Designer,Associate,Full-time,2024-07-30,Kaggle-LinkedIn-Synthetic,7,3
JOB-00515,Lead Product Designer,Tiket.Com,"Surabaya, Indonesia",UI/UX Designer,Mid-Senior level,Full-time,2024-12-28,Kaggle-LinkedIn-Synthetic,12,4
JOB-00516,UI/UX Designer,Zenius,,UI/UX Designer,Executive,Full-time,2024-08-21,Kaggle-LinkedIn-Synthetic,8,3
JOB-00517,UI/UX Designer,Frog Design,,UI/UX Designer,Associate,Full-time,2024-09-06,Kaggle-LinkedIn-Synthetic,9,3
